year,name,PracticeID,lhb,lhbcode,la,lacode,GPCluster,clustercode,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,LRN,MEN,OBI,OST,PAL,RAR,STR,AF,AST,CAN,FLU
2019,Llandrindod Wells Medical Centre,W96013,Powys,7A7,Powys,524,Mid Powys,CC701,"10,341", 501 , 352 , 82 , 780 , 83 , 201 ," 1,913 ", 60 , 129 ," 1,222 ", 152 , 39 , 76 , 340 , 334 , 760 , 514 ," 3,331 "
2019,Newtown Medical Practice,W96015,Powys,7A7,Powys,524,North Powys,CC702,"13,999", 491 , 323 , 72 , 753 , 118 , 98 ," 1,910 ", 83 , 165 ," 1,624 ", 7 , 29 , 126 , 299 , 241 , 848 , 384 ," 3,414 "
2019,War Memorial Health Centre,W96016,Powys,7A7,Powys,524,South Powys,CC703,"9,460", 419 , 123 , 118 , 553 , 63 , 147 ," 1,628 ", 17 , 85 , 777 , 18 , 132 , 71 , 287 , 363 , 640 , 382 ," 3,285 "
2019,Hay on Wye Health Centre,W96017,Powys,7A7,Powys,524,South Powys,CC703,"8,471", 308 , 173 , 61 , 462 , 65 , 118 ," 1,522 ", 47 , 113 , 872 , 21 , 75 , 92 , 198 , 257 , 594 , 378 ," 2,670 "
2019,Presteigne Medical Practice,W96438,Powys,7A7,Powys,524,Mid Powys,CC701,"3,438", 153 , 92 , 18 , 237 , 28 , 59 , 790 , 15 , 33 , 215 , 10 , 13 , 47 , 87 , 125 , 254 , 181 ," 1,224 "
2019,West Quay Medical Centre,W97001,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"14,114", 424 , 274 , 89 , 699 , 102 , 97 ," 1,985 ", 56 , 103 ," 1,276 ", 13 , 35 , 75 , 263 , 309 ," 1,129 ", 336 ," 3,065 "
2019,Roathwell Surgery,W97002,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"6,183", 149 , 209 , 38 , 335 , 43 , 45 , 767 , 31 , 89 , 488 , 2 , 10 , 33 , 89 , 94 , 280 , 97 ," 1,040 "
2019,Redlands Surgery,W97003,Cardiff & Vale,7A4,Vale of Glamorgan,538,Eastern Vale,CC432,"7,507", 233 , 101 , 67 , 397 , 44 , 57 ," 1,029 ", 15 , 71 , 501 , 32 , 8 , 36 , 134 , 168 , 606 , 282 ," 1,805 "
2019,Llandaff Fields Medical Practice,W97005,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"4,124", 138 , 105 , 31 , 230 , 28 , 38 , 578 , 15 , 60 , 229 , 21 , 9 , 15 , 65 , 65 , 272 , 134 , 935 
2019,Brynderwen Surgery,W97006,Cardiff & Vale,7A4,Cardiff,552,Cardiff East,CC411,"19,070", 441 , 349 , 84 , 951 , 117 , 167 ," 2,277 ", 103 , 147 ," 3,036 ", 101 , 21 , 81 , 220 , 231 ," 1,347 ", 438 ," 3,077 "
2019,Cloughmore Medical Centre,W97007,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"7,302", 140 , 216 , 30 , 425 , 61 , 45 , 859 , 29 , 147 , 696 , 3 , 14 , 36 , 105 , 89 , 494 , 153 ," 1,189 "
2019,Llan Healthcare,W97008,Cardiff & Vale,7A4,Cardiff,552,Cardiff East,CC411,"18,089", 595 , 454 , 156 ," 1,105 ", 134 , 197 ," 2,457 ", 84 , 178 ," 1,488 ", 119 , 47 , 116 , 343 , 338 ," 1,218 ", 514 ," 3,531 "
2019,Cathays Surgery,W97009,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"5,470", 53 , 33 , 30 , 130 , 31 , 26 , 219 , 3 , 29 , 333 , 12 , 39 , 11 , 39 , 34 , 216 , 39 , 352 
2019,Cyncoed Medical Practice,W97010,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"10,005", 331 , 159 , 99 , 540 , 49 , 157 ," 1,488 ", 32 , 66 , 788 , 23 , 13 , 74 , 232 , 241 , 780 , 377 ," 2,428 "
2019,Penarth Healthcare Partnership,W97011,Cardiff & Vale,7A4,Vale of Glamorgan,538,Eastern Vale,CC432,"13,351", 465 , 233 , 150 , 772 , 102 , 202 ," 2,199 ", 38 , 129 , 968 , 44 , 42 , 73 , 338 , 359 , 842 , 574 ," 3,693 "
2019,Llanishen Court Surgery,W97013,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"9,047", 334 , 148 , 142 , 486 , 75 , 136 ," 1,553 ", 22 , 102 , 706 , 166 , 40 , 67 , 229 , 261 , 758 , 314 ," 2,508 "
2019,Meddygfa Albany Surgery,W97014,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"6,513", 110 , 52 , 20 , 268 , 32 , 28 , 425 , 14 , 83 , 452 , 9 , 1 , 22 , 73 , 47 , 295 , 52 , 767 
2019,North Cardiff Medical Centre,W97015,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"15,469", 503 , 200 , 118 , 757 , 100 , 169 ," 2,472 ", 40 , 114 ," 1,522 ", 67 , 49 , 85 , 325 , 390 ," 1,174 ", 660 ," 3,801 "
2019,Taff Riverside Practice,W97016,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"3,868", 120 , 90 , 18 , 325 , 27 , 20 , 601 , 18 , 42 , 166 , 6 , 4 , 26 , 64 , 79 , 237 , 84 , 943 
2019,Westway Surgery,W97017,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"8,033", 254 , 230 , 79 , 473 , 65 , 86 ," 1,183 ", 54 , 76 , 972 , 32 , 27 , 33 , 154 , 128 , 458 , 235 ," 1,588 "
2019,St Davids Court Surgery,W97018,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"4,756", 80 , 39 , 4 , 318 , 21 , 39 , 499 , 47 , 58 , 268 , 5 , 9 , 16 , 36 , 20 , 251 , 47 , 502 
2019,North Road Medical Practice,W97020,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"10,147", 245 , 122 , 25 , 402 , 45 , 56 , 741 , 29 , 70 , 660 , 26 , 21 , 36 , 119 , 125 , 505 , 130 ," 1,398 "
2019,Birchgrove Surgery,W97021,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"10,660", 325 , 108 , 67 , 519 , 70 , 119 ," 1,400 ", 26 , 73 , 846 , 6 , 26 , 78 , 200 , 241 , 844 , 362 ," 2,330 "
2019,Woodlands Medical Centre,W97023,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"8,324", 261 , 257 , 53 , 438 , 73 , 84 ," 1,385 ", 36 , 75 , 691 , 7 , 17 , 39 , 152 , 194 , 595 , 193 ," 1,835 "
2019,Radyr Medical Centre,W97024,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"8,790", 244 , 91 , 71 , 354 , 58 , 85 ," 1,182 ", 18 , 69 , 630 , 48 , 13 , 54 , 168 , 192 , 630 , 348 ," 2,024 "
2019,Whitchurch Road Surgery,W97025,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"7,947", 135 , 105 , 32 , 290 , 36 , 31 , 694 , 33 , 47 , 600 , 40 , 8 , 30 , 77 , 76 , 452 , 172 , 943 
2019,Rumney Primary Care Centre,W97027,Cardiff & Vale,7A4,Cardiff,552,Cardiff East,CC411,"15,484", 520 , 465 , 125 , 936 , 138 , 145 ," 2,635 ", 118 , 120 ," 1,615 ", 9 , 23 , 145 , 294 , 293 ," 1,057 ", 478 ," 3,419 "
2019,Bishops Road Medical Centre,W97028,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"8,315", 295 , 123 , 56 , 393 , 63 , 127 ," 1,128 ", 36 , 90 , 599 , 28 , 18 , 44 , 210 , 242 , 548 , 297 ," 2,022 "
2019,Saltmead Medical Centre,W97029,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"5,517", 98 , 86 , 24 , 277 , 42 , 29 , 387 , 19 , 84 , 335 , 1 , 2 , 22 , 67 , 46 , 341 , 84 , 713 
2019,Meddygfa Lansdowne Surgery,W97031,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"6,299", 187 , 111 , 70 , 317 , 57 , 56 , 755 , 57 , 88 , 484 , 10 , 9 , 31 , 121 , 128 , 472 , 168 ," 1,175 "
2019,Waterfront Surgery,W97032,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"12,526", 429 , 303 , 67 , 750 , 114 , 114 ," 1,828 ", 65 , 141 ," 1,473 ", 49 , 7 , 84 , 205 , 241 , 731 , 391 ," 2,611 "
2019,Penylan Surgery,W97033,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"10,376", 250 , 90 , 78 , 367 , 62 , 131 ," 1,196 ", 34 , 85 , 617 , 53 , 15 , 53 , 186 , 174 , 706 , 299 ," 1,994 "
2019,Roath House Surgery,W97034,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"13,344", 211 , 69 , 71 , 386 , 56 , 64 , 842 , 41 , 97 , 453 , 19 , 42 , 38 , 136 , 157 , 697 , 232 ," 1,528 "
2019,Danescourt Surgery,W97036,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"6,009", 169 , 95 , 19 , 263 , 31 , 58 , 837 , 21 , 33 , 465 , 17 , 11 , 37 , 83 , 121 , 419 , 144 ," 1,218 "
2019,Cowbridge & Vale Medical Practice,W97038,Cardiff & Vale,7A4,Vale of Glamorgan,538,Western Vale,CC433,"7,344", 224 , 61 , 64 , 296 , 43 , 83 , 970 , 11 , 40 , 232 , 6 , 29 , 29 , 165 , 212 , 365 , 318 ," 1,921 "
2019,Ely Bridge Surgery,W97040,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"12,665", 363 , 274 , 62 , 835 , 87 , 105 ," 1,738 ", 65 , 107 ," 1,149 ", 7 , 20 , 62 , 265 , 205 ," 1,273 ", 171 ," 2,412 "
2019,Crwys Medical Centre,W97041,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"8,200", 210 , 113 , 39 , 389 , 61 , 105 , 932 , 33 , 63 , 561 , 36 , 18 , 26 , 129 , 142 , 556 , 205 ," 1,240 "
2019,Cardiff Bay Surgery,W97044,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"7,758", 180 , 98 , 44 , 523 , 30 , 51 , 708 , 16 , 88 , 297 , 8 , 6 , 23 , 93 , 58 , 423 , 76 ," 1,049 "
2019,Llantwit Major & Coastal Vale Medical Practice,W97045,Cardiff & Vale,7A4,Vale of Glamorgan,538,Western Vale,CC433,"10,719", 420 , 198 , 79 , 654 , 73 , 207 ," 1,797 ", 56 , 89 , 804 , 12 , 41 , 62 , 342 , 307 , 783 , 476 ," 3,032 "
2019,Vale Group Practice,W97046,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"11,808", 450 , 381 , 96 , 757 , 98 , 175 ," 2,223 ", 63 , 125 , 939 , 47 , 13 , 98 , 266 , 281 , 939 , 344 ," 2,824 "
2019,Fairwater Health Centre,W97047,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"9,284", 408 , 219 , 54 , 532 , 69 , 73 ," 1,316 ", 53 , 122 , 668 , 17 , 14 , 67 , 240 , 233 , 685 , 297 ," 2,281 "
2019,Four Elms Medical Centre,W97048,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"12,977", 277 , 190 , 68 , 636 , 72 , 94 ," 1,288 ", 58 , 144 ," 1,435 ", 30 , 34 , 58 , 184 , 109 , 822 , 226 ," 1,668 "
2019,Western Vale Family Practice,W97052,Cardiff & Vale,7A4,Vale of Glamorgan,538,Western Vale,CC433,"10,710", 297 , 150 , 74 , 559 , 66 , 102 ," 1,349 ", 47 , 81 , 797 , 14 , 9 , 54 , 220 , 279 , 671 , 310 ," 2,634 "
2019,St Isan Road Surgery,W97053,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"7,752", 212 , 65 , 68 , 326 , 40 , 67 ," 1,078 ", 25 , 63 , 535 , 7 , 29 , 47 , 145 , 137 , 566 , 230 ," 1,573 "
2019,Dinas Powys Medical Centre,W97055,Cardiff & Vale,7A4,Vale of Glamorgan,538,Eastern Vale,CC432,"9,655", 345 , 130 , 59 , 486 , 54 , 79 ," 1,522 ", 18 , 58 , 572 , 52 , 11 , 62 , 204 , 257 , 680 , 383 ," 2,678 "
2019,City Surgery,W97056,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"7,276", 34 , 11 , 10 , 90 , 7 , 14 , 154 , 5 , 22 , 268 , 6 , 5 , 8 , 21 , 19 , 156 , 28 , 228 
2019,Albert Road Surgery,W97057,Cardiff & Vale,7A4,Vale of Glamorgan,538,Eastern Vale,CC432,"6,235", 159 , 92 , 39 , 271 , 34 , 43 , 641 , 16 , 39 , 390 , 6 , 7 , 18 , 104 , 106 , 388 , 137 ," 1,338 "
2019,Court Road Surgery,W97058,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"7,199", 255 , 162 , 69 , 505 , 63 , 84 ," 1,225 ", 43 , 91 , 802 , 16 , 27 , 47 , 155 , 160 , 477 , 185 ," 1,647 "
2019,Meddygfa Llwyncelyn Practice,W97059,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"4,797", 131 , 74 , 38 , 226 , 31 , 60 , 707 , 23 , 61 , 308 , 26 , 20 , 22 , 100 , 124 , 393 , 182 ," 1,131 "
2019,Clifton Surgery,W97060,Cardiff & Vale,7A4,Cardiff,552,Cardiff South East,CC412,"7,891", 139 , 141 , 38 , 411 , 67 , 47 , 721 , 30 , 99 , 478 , 4 , 39 , 20 , 98 , 91 , 579 , 163 ," 1,233 "
2019,Grange Medical Practice,W97061,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"8,253", 188 , 117 , 42 , 429 , 60 , 65 ," 1,022 ", 30 , 95 , 628 , 23 , 21 , 30 , 117 , 121 , 499 , 152 ," 1,276 "
2019,Sully Surgery,W97062,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"3,579", 140 , 39 , 28 , 185 , 26 , 45 , 594 , 5 , 14 , 207 , 1 , 2 , 18 , 108 , 98 , 250 , 150 ," 1,003 "
2019,Corporation Road Surgery,W97063,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"3,385", 59 , 47 , 13 , 160 , 17 , 11 , 444 , 14 , 33 , 166 , 2 , 6 , 11 , 35 , 34 , 134 , 70 , 552 
2019,Highlight Park Medical Practice,W97064,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"7,493", 262 , 158 , 36 , 428 , 60 , 51 ," 1,150 ", 74 , 70 , 729 , 2 , 19 , 49 , 167 , 148 , 464 , 225 ," 1,750 "
2019,Pontprennau Medical Centre,W97065,Cardiff & Vale,7A4,Cardiff,552,Cardiff North,CC421,"10,641", 160 , 149 , 47 , 413 , 47 , 50 ," 1,178 ", 34 , 51 , 960 , 8 , 34 , 36 , 98 , 100 , 719 , 215 ," 1,302 "
2019,Kings Road Surgery,W97067,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"5,174", 77 , 37 , 26 , 112 , 28 , 25 , 367 , 20 , 57 , 229 , 10 , 8 , 16 , 56 , 54 , 319 , 75 , 552 
2019,Caerau Lane Surgery,W97068,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"3,143", 68 , 79 , 8 , 168 , 21 , 22 , 424 , 10 , 21 , 348 , 1 , 3 , 13 , 48 , 46 , 182 , 65 , 585 
2019,Willowbrook Surgery,W97069,Cardiff & Vale,7A4,Cardiff,552,Cardiff East,CC411,"5,006", 99 , 73 , 82 , 229 , 29 , 15 , 517 , 14 , 22 , 216 , 1 , 8 , 24 , 69 , 51 , 292 , 47 , 692 
2019,Llandaff North Medical Centre,W97286,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"6,590", 172 , 145 , 60 , 334 , 41 , 84 , 690 , 27 , 69 , 421 , 34 , 17 , 25 , 126 , 119 , 455 , 171 ," 1,142 "
2019,Butetown Medical Practice,W97291,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"8,724", 62 , 39 , 17 , 240 , 40 , 16 , 300 , 11 , 114 , 325 , 5 , 1 , 10 , 47 , 30 , 413 , 59 , 621 
2019,Whitchurch Village Practice,W97294,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"6,001", 160 , 95 , 34 , 294 , 40 , 37 , 832 , 28 , 81 , 485 , 32 , 18 , 39 , 109 , 112 , 481 , 216 ," 1,227 "
2019,Meddygfa Canna Surgery,W97296,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"7,738", 128 , 135 , 27 , 256 , 48 , 54 , 769 , 19 , 66 , 371 , 13 , 4 , 33 , 82 , 78 , 710 , 141 , 923 
2019,Clare Road Medical Centre,W97299,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"4,587", 129 , 48 , 27 , 413 , 21 , 36 , 679 , 16 , 37 , 318 , 1 , 12 , 16 , 56 , 29 , 346 , 42 , 682 
2019,The Practice Of Health,W97611,Cardiff & Vale,7A4,Vale of Glamorgan,538,Central Vale,CC431,"7,631", 183 , 184 , 28 , 399 , 82 , 67 , 900 , 93 , 77 ," 1,014 ", 4 , 26 , 45 , 106 , 117 , 450 , 164 ," 1,327 "
2019,Grangetown Health Centre,W97616,Cardiff & Vale,7A4,Cardiff,552,City & Cardiff South,CC413,"3,044", 79 , 45 , 65 , 213 , 24 , 18 , 298 , 16 , 39 , 279 , 3 , 17 , 7 , 51 , 26 , 169 , 30 , 496 
2019,Llandaff Surgery,W97619,Cardiff & Vale,7A4,Cardiff,552,Cardiff West,CC423,"6,907", 190 , 68 , 41 , 261 , 37 , 63 , 955 , 36 , 75 , 311 , 32 , 5 , 43 , 107 , 139 , 546 , 225 ," 1,351 "
2019,Greenmount Surgery,W97623,Cardiff & Vale,7A4,Cardiff,552,Cardiff South West,CC422,"2,556", 56 , 58 , 3 , 156 , 22 , 8 , 292 , 15 , 26 , 333 , 3 , 1 , 9 , 32 , 18 , 126 , 34 , 347 
2019,Pontardawe Health Centre,W98001,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Upper Valleys,CC311,"12,865", 491 , 290 , 133 , 778 , 104 , 136 ," 2,122 ", 69 , 130 , 818 , 11 , 9 , 92 , 263 , 316 , 776 , 460 ," 3,083 "
2019,Dyfed Road Health Centre,W98002,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"9,891", 421 , 212 , 63 , 683 , 98 , 94 ," 1,730 ", 64 , 85 ," 1,224 ", 38 , 13 , 76 , 260 , 259 , 818 , 365 ," 2,617 "
2019,Cwmfelin Medical Centre,W98003,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"8,249", 301 , 214 , 35 , 552 , 91 , 67 ," 1,250 ", 61 , 117 , 857 , 18 , 13 , 58 , 174 , 183 , 709 , 236 ," 1,841 "
2019,Brynhyfryd Medical Centre,W98004,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"8,679", 271 , 185 , 79 , 487 , 91 , 93 ," 1,113 ", 37 , 117 , 827 , 8 , 21 , 41 , 192 , 151 , 569 , 204 ," 1,819 "
2019,Llansamlet Surgery,W98005,Abertawe Bro Morgannwg,7A3,Swansea,532,Cwmtawe,CC307,"10,732", 340 , 218 , 39 , 640 , 96 , 143 ," 1,548 ", 51 , 80 ," 1,130 ", 26 , 9 , 43 , 200 , 205 , 789 , 279 ," 2,109 "
2019,Castle Surgery,W98006,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"10,185", 401 , 266 , 89 , 681 , 89 , 150 ," 1,744 ", 88 , 103 ," 1,692 ", 153 , 39 , 110 , 286 , 301 , 885 , 373 ," 2,872 "
2019,Practice 2 Fforestfach Medical Centre,W98007,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"6,459", 283 , 166 , 34 , 463 , 61 , 87 , 910 , 53 , 85 , 836 , 19 , 15 , 43 , 145 , 129 , 500 , 139 ," 1,410 "
2019,Princess Street Surgery,W98008,Abertawe Bro Morgannwg,7A3,Swansea,532,Llwchwr,CC308,"8,452", 319 , 180 , 39 , 490 , 68 , 107 ," 1,475 ", 42 , 87 , 900 , 37 , 16 , 51 , 147 , 190 , 743 , 269 ," 1,997 "
2019,Skewen Medical Centre,W98010,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"8,837", 313 , 204 , 65 , 551 , 81 , 64 ," 1,320 ", 46 , 91 ," 1,243 ", 17 , 25 , 76 , 182 , 211 , 685 , 323 ," 2,210 "
2019,Gowerton Medical Centre,W98012,Abertawe Bro Morgannwg,7A3,Swansea,532,Llwchwr,CC308,"19,262", 742 , 322 , 178 ," 1,202 ", 148 , 201 ," 3,021 ", 98 , 196 ," 1,432 ", 45 , 71 , 153 , 470 , 508 ," 1,429 ", 729 ," 5,035 "
2019,Talybont Surgery,W98013,Abertawe Bro Morgannwg,7A3,Swansea,532,Llwchwr,CC308,"9,336", 324 , 161 , 71 , 528 , 69 , 106 ," 1,164 ", 26 , 99 , 827 , 14 , 10 , 37 , 189 , 249 , 719 , 163 ," 2,166 "
2019,Mountain View Health Centre,W98015,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"5,690", 168 , 224 , 13 , 279 , 52 , 39 , 592 , 32 , 102 , 585 , 6 , 2 , 29 , 88 , 63 , 438 , 97 , 919 
2019,St Thomas Surgery,W98016,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"8,834", 348 , 182 , 72 , 501 , 73 , 127 ," 1,427 ", 41 , 106 , 754 , 41 , 22 , 64 , 204 , 300 , 617 , 391 ," 2,520 "
2019,Afan Valley Group Practice,W98017,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"2,756", 142 , 125 , 45 , 222 , 28 , 55 , 688 , 15 , 35 , 561 , 26 , 23 , 23 , 90 , 88 , 317 , 101 , 784 
2019,Cwmafan Health Centre,W98019,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"5,754", 244 , 221 , 37 , 454 , 66 , 71 ," 1,135 ", 32 , 114 , 884 , 27 , 31 , 61 , 158 , 135 , 548 , 162 ," 1,473 "
2019,Nicholl St Medical Centre,W98020,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"4,346", 183 , 108 , 28 , 356 , 29 , 86 , 580 , 14 , 43 , 340 , 2 , 2 , 21 , 108 , 86 , 260 , 97 ," 1,294 "
2019,Sketty & Killay Medical Centres,W98021,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"21,587", 701 , 273 , 164 , 998 , 153 , 216 ," 2,683 ", 68 , 255 ," 1,168 ", 61 , 28 , 114 , 454 , 550 ," 1,633 ", 856 ," 5,774 "
2019,Cwmtawe Medical Group,W98022,Abertawe Bro Morgannwg,7A3,Swansea,532,Cwmtawe,CC307,"25,047", 984 , 549 , 186 ," 1,702 ", 220 , 288 ," 3,742 ", 140 , 253 ," 2,831 ", 49 , 19 , 179 , 594 , 644 ," 1,586 ", 671 ," 6,470 "
2019,The Grove Medical Centre,W98023,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"7,505", 226 , 161 , 42 , 369 , 44 , 44 ," 1,009 ", 24 , 124 , 670 , 22 , 19 , 58 , 144 , 159 , 520 , 226 ," 1,729 "
2019,Brunswick Health Centre,W98024,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"6,066", 261 , 138 , 91 , 419 , 47 , 55 ," 1,051 ", 36 , 96 , 537 , 29 , 1 , 39 , 178 , 179 , 520 , 186 ," 1,828 "
2019,Kingsway Surgery,W98027,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"10,577", 319 , 224 , 29 , 597 , 95 , 98 ," 1,119 ", 50 , 180 , 944 , 2 , 11 , 51 , 258 , 172 , 802 , 259 ," 2,000 "
2019,Practice 1 Fforestfach Medical Centre,W98028,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"7,797", 277 , 179 , 44 , 505 , 62 , 84 ," 1,003 ", 39 , 90 , 856 , 21 , 18 , 52 , 149 , 136 , 516 , 132 ," 1,629 "
2019,Dulais Valley Primary Care Centre,W98030,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Upper Valleys,CC311,"6,037", 273 , 183 , 57 , 517 , 65 , 105 ," 1,009 ", 41 , 58 , 987 , 10 , 21 , 53 , 156 , 163 , 428 , 223 ," 1,752 "
2019,Mount Surgery,W98031,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"11,052", 458 , 206 , 152 , 804 , 93 , 138 ," 1,799 ", 62 , 146 ," 1,381 ", 87 , 22 , 72 , 262 , 279 , 803 , 356 ," 2,895 "
2019,Fairfield Surgery,W98032,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"8,693", 322 , 236 , 42 , 604 , 86 , 55 ," 1,526 ", 34 , 132 , 971 , 6 , 40 , 50 , 149 , 150 , 793 , 175 ," 2,210 "
2019,The Mumbles Medical Practice,W98033,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"7,624", 324 , 112 , 66 , 433 , 33 , 86 ," 1,341 ", 14 , 73 , 491 , 55 , 21 , 47 , 250 , 269 , 461 , 357 ," 2,771 "
2019,Ty'r Felin Surgery,W98034,Abertawe Bro Morgannwg,7A3,Swansea,532,Llwchwr,CC308,"11,050", 391 , 239 , 81 , 645 , 105 , 138 ," 1,649 ", 76 , 88 ," 1,009 ", 72 , 21 , 77 , 238 , 282 , 900 , 360 ," 2,696 "
2019,Riverside Surgery,W98035,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"9,424", 342 , 247 , 86 , 739 , 88 , 59 ," 1,513 ", 55 , 109 ," 1,130 ", 12 , 9 , 63 , 212 , 249 , 667 , 320 ," 2,490 "
2019,Victoria Gardens Surgery,W98036,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"8,579", 336 , 175 , 65 , 577 , 83 , 52 ," 1,396 ", 33 , 110 ," 1,137 ", 12 , 23 , 65 , 192 , 205 , 559 , 211 ," 2,317 "
2019,Greenhill Medical Centre,W98039,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"4,392", 160 , 106 , 13 , 254 , 37 , 45 , 544 , 18 , 67 , 740 , 15 , 7 , 20 , 82 , 77 , 299 , 98 , 809 
2019,Briton Ferry Health Centre,W98040,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"6,195", 266 , 157 , 83 , 494 , 64 , 95 ," 1,160 ", 43 , 76 , 801 , 25 , 30 , 58 , 159 , 204 , 503 , 221 ," 1,733 "
2019,King's Surgery,W98041,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"6,535", 263 , 202 , 50 , 514 , 57 , 54 ," 1,043 ", 40 , 115 , 854 , 4 , 7 , 59 , 135 , 118 , 409 , 190 ," 1,466 "
2019,Manselton Surgery,W98043,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"5,172", 197 , 173 , 25 , 354 , 36 , 54 , 843 , 22 , 51 , 539 , 9 , 1 , 44 , 132 , 116 , 330 , 149 ," 1,320 "
